radius_mean,texture_mean,perimeter_mean,area_mean,smoothness_mean,compactness_mean,concavity_mean,concave points_mean,symmetry_mean,fractal_dimension_mean,radius_se,texture_se,perimeter_se,area_se,smoothness_se,compactness_se,concavity_se,concave points_se,symmetry_se,fractal_dimension_se,radius_worst,texture_worst,perimeter_worst,area_worst,smoothness_worst,compactness_worst,concavity_worst,concave points_worst,symmetry_worst,fractal_dimension_worst
1.0970639814699839,-2.073335014697587,1.1195042428357607,0.9843749048031144,1.5684663292434218,3.2835146709868286,2.652873983743169,2.5324752164032427,2.2175150059646422,2.255746885296271,2.4897339267376215,-0.565265059068463,2.833030865855181,2.4875775569611034,-0.2140016466689528,1.3168615683959486,0.7240261580803586,0.6608199414286064,1.1487566671861764,0.907083080997336,1.8866896251792775,-1.3592934737640852,2.303600623622561,2.0012374893299203,1.3076862710715433,2.616665023512604,2.1095263465722556,2.29607612756179,2.7506222441249575,1.9370146123781766
1.8298206075464492,-0.35363240824380465,1.923794538509432,1.9087082542365934,-0.8269624468508483,-0.487071672575893,-0.023845855198768924,0.5481441558908358,0.0013923632994629002,-0.8686524574634634,0.49925460067605765,-0.8762436030602541,0.2633269658427757,0.7424019483418792,-0.6053508469797801,-0.6929262695890702,-0.44078005778479373,0.26016206745900555,-0.8054503802819915,-0.09944374032027442,1.8059274384794295,-0.3692032217294107,1.5351259923434375,1.8904889885289906,-0.37561195666080377,-0.430444218692793,-0.14674896831547024,1.0870842951700286,-0.24388966756667677,0.2811899865404725
1.5798881149312212,0.45618695176420127,1.923794538509432,1.5588836327586921,0.9422104400684492,1.0529255443416115,1.3634784515699185,2.037230755700809,0.9396848166189868,-0.3980079103689858,1.2286759457296246,-0.7800833765050328,0.8509283007136531,1.1813360556534467,-0.2970050119818966,0.8149735042940169,0.21307643458243686,1.4248274662856195,0.23703553537481908,0.29355940411753007,1.5118702458799833,-0.023974383848899248,1.347475210286907,1.4562845488809009,0.5274074050914449,1.0829321669453364,0.8549739441841199,1.955000346131368,1.15225500006697,0.2013912093916669
-0.7689092872596179,0.25373211176219956,-0.4890763485115821,-0.7644637923250276,3.2835534802794246,3.40290899127455,1.915897180056998,1.4517073568494943,2.8673829308318606,4.91091928501904,0.3263734407153162,-0.11040904402329399,0.2865934045444868,-0.2883781482770145,0.6897016600113303,2.744280405496543,0.8195183841461614,1.115007005037871,4.732680372580089,2.0475108774169506,-0.28146446391664154,0.1339840938605798,-0.24993930426733338,-0.5500212283270548,3.3942746991980965,3.8933974345995,1.9895882583898332,2.175786008218025,6.04604134953601,4.93501033720481
1.7502966326234215,-1.1518164326195115,1.923794538509432,1.8262292784409906,0.28037182991762594,0.5393404523103001,1.3710114342311062,1.4284927727540677,-0.009560466894928238,-0.562449981040551,1.2705427819622883,-0.7902437023297355,1.2731894116191782,1.1903567566057145,1.4830671597896683,-0.048519879934808156,0.8284707803398301,1.1442047448413237,-0.3610922722145706,0.49932813421778544,1.2985752399803845,-1.4667703761231117,1.3385394587604051,1.2207242455900342,0.22055616566106895,-0.31339451085024744,0.6131787584083567,0.7292592566157917,-0.8683529835650406,-0.39709961922437015
-0.47637466522133953,-0.8353353034209806,-0.4890763485115821,-0.5056504544836534,2.2374214835894146,1.2443354863901819,0.8663015959315473,0.8246556464496944,1.0054017977853347,1.8900050384577884,-0.2550702935159039,-0.5926616519172148,-0.32130418536405353,-0.28925821666260165,0.15634670217715335,0.4455436486466036,0.16002519787921313,-0.06912355365771126,0.13411880734830467,0.48684583992861546,-0.16549824711685968,-0.3138363326353665,-0.11500945621716163,-0.24432020786226602,2.0485128348391646,1.7216164423470526,1.2632431963570847,0.905887786285117,1.7540693875058075,2.24180160843264
1.170907672469938,0.1606494267038084,1.1195042428357607,1.0952949067351319,-0.12313622594852167,0.0882952423344619,0.30007239923229106,0.64693510820804,-0.06432461786688494,-0.7623321531499515,0.14988307073451754,-0.8049398878976088,0.15541029271568954,0.29862746490958275,-0.9090298260966143,-0.6515680104091784,-0.3101413874031056,-0.22808902592095381,-0.8296660809941125,-0.611217806176241,1.368983300180252,0.32288289194614267,1.3683252971820767,1.2752195396349362,0.5186402268220053,0.021214980047464287,0.509552250218744,1.1967157963440924,0.2624756637998718,-0.01473047871968003
-0.11851677806771677,0.3584501324528898,0.3152139471620893,-0.21896491102859308,1.6040490502192726,1.1401023496310596,0.06102574945060964,0.2819502582632775,1.4033546281815528,1.6603531811406054,0.6436230014783471,0.29056095727300574,0.4900509855317917,0.23372242147253403,0.5880308711741905,0.26893270404057845,-0.23255395372464108,0.43534850627972205,-0.6880042318282045,0.6116687828203148,0.16376297558252023,0.401047911843617,0.09944858041887256,0.028859427446694178,1.4479611233825713,0.7247855065358089,-0.02105385190029193,0.6241957346573134,0.4776404851153698,1.726434506013274
-0.32016685733682165,0.5888297779724092,-0.4890763485115821,-0.38420727288116274,2.201838762613564,1.6840098087195703,1.2190962838971595,1.1506915830787965,1.9655999114936409,1.5724617295747676,-0.35685001608151784,-0.389818004202616,-0.22774339994653384,-0.35240312332847623,-0.43667734156472165,0.533290225555293,0.12056834058119072,0.07524304870380497,0.10748153656497177,-0.017363199085429753,-0.16135659651686757,0.8228133317070718,-0.03160910863648162,-0.24836340709785562,1.6627569909838351,1.8183096792604598,1.280034528702624,1.3916162428757617,2.389857167783934,1.2886495480441358
-0.47353452325980244,1.1054386800464815,-0.4890763485115821,-0.5090633776200234,1.5826994176337617,2.5633584533783473,1.738872087519093,0.941760326219957,0.7972980240919001,2.783095594691288,-0.3882501432560159,0.6933453024665743,-0.4094196340641514,-0.3607637729915537,0.03600848981581717,2.6095866154647327,1.509847601746858,0.40939495978776375,-0.3211363660395708,2.3773460477247137,-0.24418960851671173,2.443109056665132,-0.28627802714177253,-0.29740917173826736,2.320295361191782,5.112877271198196,3.9954328451526617,1.6200152036550615,2.370443800447197,6.846856039728262
0.5375560150472571,0.9192733099296985,0.3152139471620893,0.40645325371116686,-1.0176858312814072,-0.7135418515343496,-0.7006843473064609,-0.4046855513147839,-1.0354755617695834,-0.8261243357380585,-0.09265584261332845,-0.05416438320797564,-0.1980415633060516,0.003804555737903437,-1.0040336779608272,-0.9059213043655138,-0.6924418618957106,-0.6821138798646436,-0.7194846427539618,-0.28478689794734285,0.6048487644816906,1.335771274784247,0.49262164758493593,0.4736113433615393,-0.6254765373398238,-0.6308282294014986,-0.6058719698777824,-0.22620972931094654,0.07643089348947837,0.031818807950456635
0.46939260797037663,-0.325707602726287,0.3152139471620893,0.35867232980199026,0.05264241567218181,0.4711151264316021,0.13484897953024655,0.44213088852172105,0.1109206652433763,-0.2803467735953644,0.36318738291990016,-0.42084328484590433,0.34550204721477684,0.30412789231950216,-0.4233434676188672,0.8457127509817742,-0.1320881742179115,0.16608046142565755,-0.05597444324184531,0.13204608104251317,0.8595602763812112,0.2610022511939757,0.8709017955401637,0.735540337319294,0.31699512662490165,1.9506267402998587,0.5963874260628176,1.0109513082435952,1.4418377295066251,1.155651586129461
